		strain AcoPra	Frankia alni ACN14a	Frankia sp. QA3	Frankia torreyi ACN1ag	Frankia alni AvcI1	Frankia torreyi CpI1-S	Candidatus Frankia alpina AvVan	Frankia canadensi ARgP5	Candidatus Frankia nodulisporulans AgTrS	Candidatus Frankia alpina AiOr	Candidatus Frankia nodulisporulans AgUmASt1	Candidatus Frankia nodulisporulans AgUmASH1	Frankia casuarinae CcI3	Frankia casuarinae CcI6	Frankia casuarinae Thr	Frankia casuarinae CeD	Frankia casuarinae Allo2	Frankia casuarinae BR	Frankia casuarinae KB5	Candidatus Frankia californiensis Dg2	Candidatus Frankia datiscae Dg1	Frankia coriaria BMG5.1	Frankia meridionalis Cppng1	Frankia sp. EAN1pec	Frankia sp. EUN1f	Frankia discariae BCU110501	Frankia elaeagni BMG5.12	Frankia irregularis G2	Frankia soli NRRL B-16219	Frankia inefficax EuI1c	Frankia saprophytica CN3	Frankia sp. DC12	Frankia asymbiotica M16386
33_frankia_FAM007055	>GCF_000058485.1_WP_011604884.1 MULTISPECIES: GntR family transcriptional regulator [Frankia]	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	1	1	1	1	1	1
33_frankia_FAM007056	>GCF_000058485.1_WP_011604886.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1
33_frankia_FAM007057	>GCF_000058485.1_WP_011604912.1 MULTISPECIES: DUF4262 domain-containing protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM007058	>GCF_000058485.1_WP_011604916.1 MULTISPECIES: methyltransferase domain-containing protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007059	>GCF_000058485.1_WP_011604929.1 lipase family protein [Frankia alni]	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
33_frankia_FAM007060	>GCF_000058485.1_WP_011604943.1 acetoacetate decarboxylase family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007061	>GCF_000058485.1_WP_011604949.1 ABC transporter permease [Frankia alni]	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM007062	>GCF_000058485.1_WP_011604976.1 MULTISPECIES: ribonuclease HI [Frankia]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1
33_frankia_FAM007063	>GCF_000058485.1_WP_011605007.1 TetR/AcrR family transcriptional regulator [Frankia alni]	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	1	0	0	0	0	0
33_frankia_FAM007064	>GCF_000058485.1_WP_011605011.1 CoA transferase [Frankia alni]	0	2	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0
33_frankia_FAM007065	>GCF_000058485.1_WP_011605016.1 hypothetical protein [Frankia alni]	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
33_frankia_FAM007066	>GCF_000058485.1_WP_011605018.1 pyridoxal-phosphate dependent enzyme [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007067	>GCF_000058485.1_WP_011605021.1 GAF and ANTAR domain-containing protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1
33_frankia_FAM007068	>GCF_000058485.1_WP_011605022.1 GAF and ANTAR domain-containing protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0
33_frankia_FAM007069	>GCF_000058485.1_WP_011605041.1 ABC-2 family transporter protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0
33_frankia_FAM007070	>GCF_000058485.1_WP_011605062.1 glycosyltransferase family 2 protein [Frankia alni]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
33_frankia_FAM007071	>GCF_000058485.1_WP_011605064.1 glycosyltransferase family 9 protein [Frankia alni]	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2
33_frankia_FAM007072	>GCF_000058485.1_WP_011605065.1 MULTISPECIES: glycosyltransferase [Frankia]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
33_frankia_FAM007073	>GCF_000058485.1_WP_011605066.1 MULTISPECIES: glycosyltransferase family 9 protein [Frankia]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
33_frankia_FAM007074	>GCF_000058485.1_WP_011605073.1 TIR domain-containing protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
33_frankia_FAM007078	>GCF_000058485.1_WP_011605120.1 glycosyltransferase family 2 protein [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
33_frankia_FAM007079	>GCF_000058485.1_WP_011605129.1 pyridoxamine 5'-phosphate oxidase family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007080	>GCF_000058485.1_WP_011605131.1 DinB family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007081	>GCF_000058485.1_WP_011605133.1 MULTISPECIES: MarR family transcriptional regulator [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM007082	>GCF_000058485.1_WP_011605153.1 diguanylate cyclase [Frankia alni]	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM007083	>GCF_000058485.1_WP_011605167.1 pantothenate kinase (N-terminal part), partial [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007084	>GCF_000058485.1_WP_011605170.1 AAA family ATPase [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
33_frankia_FAM007085	>GCF_000058485.1_WP_011605171.1 MULTISPECIES: NAD(P)H-binding protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007087	>GCF_000058485.1_WP_011605195.1 phosphotransferase [Frankia alni]	0	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007090	>GCF_000058485.1_WP_011605239.1 MULTISPECIES: LysR family transcriptional regulator [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007091	>GCF_000058485.1_WP_011605241.1 phosphotransferase family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007093	>GCF_000058485.1_WP_011605269.1 phosphotransferase family protein [Frankia alni]	0	2	3	2	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007099	>GCF_000058485.1_WP_011605326.1 MarR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1
33_frankia_FAM007100	>GCF_000058485.1_WP_011605387.1 DUF3225 domain-containing protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007101	>GCF_000058485.1_WP_011605412.1 2OG-Fe(II) oxygenase [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007102	>GCF_000058485.1_WP_011605420.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
33_frankia_FAM007103	>GCF_000058485.1_WP_011605431.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007104	>GCF_000058485.1_WP_011605441.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33_frankia_FAM007105	>GCF_000058485.1_WP_011605444.1 mycofactocin system FadH/OYE family oxidoreductase 2 [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007109	>GCF_000058485.1_WP_011605494.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007110	>GCF_000058485.1_WP_011605495.1 MULTISPECIES: nuclear transport factor 2 family protein [Frankia]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007111	>GCF_000058485.1_WP_011605502.1 flavin reductase [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1
33_frankia_FAM007112	>GCF_000058485.1_WP_011605504.1 ATP-dependent DNA ligase [Frankia alni]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM007113	>GCF_000058485.1_WP_011605552.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007114	>GCF_000058485.1_WP_011605564.1 class I SAM-dependent methyltransferase [Frankia alni]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
33_frankia_FAM007115	>GCF_000058485.1_WP_011605571.1 N-methyl-L-tryptophan oxidase [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
33_frankia_FAM007116	>GCF_000058485.1_WP_011605586.1 cysteine hydrolase [Frankia alni]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
33_frankia_FAM007118	>GCF_000058485.1_WP_011605590.1 ferritin-like protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007120	>GCF_000058485.1_WP_011605650.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
33_frankia_FAM007121	>GCF_000058485.1_WP_011605669.1 hypothetical protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	5	1	4
33_frankia_FAM007146	>GCF_000058485.1_WP_011605828.1 MULTISPECIES: DinB family protein [Frankia]	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007147	>GCF_000058485.1_WP_011605852.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM007148	>GCF_000058485.1_WP_011605864.1 ABC transporter permease [Frankia alni]	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007149	>GCF_000058485.1_WP_011605868.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Frankia]	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
33_frankia_FAM007151	>GCF_000058485.1_WP_011605942.1 pyridoxamine 5'-phosphate oxidase family protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM007153	>GCF_000058485.1_WP_011606092.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007155	>GCF_000058485.1_WP_011606112.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1
33_frankia_FAM007160	>GCF_000058485.1_WP_011606191.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007162	>GCF_000058485.1_WP_011606221.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007164	>GCF_000058485.1_WP_011606288.1 FAD-dependent monooxygenase [Frankia alni]	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
33_frankia_FAM007166	>GCF_000058485.1_WP_011606370.1 alpha/beta hydrolase [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007167	>GCF_000058485.1_WP_011606373.1 MULTISPECIES: NIPSNAP family protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007168	>GCF_000058485.1_WP_011606374.1 MULTISPECIES: VOC family protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007169	>GCF_000058485.1_WP_011606375.1 winged helix-turn-helix domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007170	>GCF_000058485.1_WP_011606381.1 radical SAM protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007171	>GCF_000058485.1_WP_011606402.1 sigma-70 family RNA polymerase sigma factor [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007172	>GCF_000058485.1_WP_011606403.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007174	>GCF_000058485.1_WP_011606427.1 amidohydrolase family protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM007176	>GCF_000058485.1_WP_011606447.1 hypothetical protein [Frankia alni]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
33_frankia_FAM007178	>GCF_000058485.1_WP_011606466.1 MULTISPECIES: DUF1684 domain-containing protein [Frankia]	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007183	>GCF_000058485.1_WP_011606527.1 hypothetical protein [Frankia alni]	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007184	>GCF_000058485.1_WP_011606553.1 nitroreductase family protein [Frankia alni]	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007185	>GCF_000058485.1_WP_011606560.1 metal-dependent hydrolase [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007188	>GCF_000058485.1_WP_011606573.1 TetR/AcrR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007189	>GCF_000058485.1_WP_011606575.1 nuclear transport factor 2 family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007190	>GCF_000058485.1_WP_011606578.1 redoxin domain-containing protein [Frankia alni]	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007195	>GCF_000058485.1_WP_011606599.1 esterase-like activity of phytase family protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
33_frankia_FAM007196	>GCF_000058485.1_WP_011606602.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007197	>GCF_000058485.1_WP_011606616.1 MULTISPECIES: GNAT family N-acetyltransferase [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007198	>GCF_000058485.1_WP_011606624.1 MULTISPECIES: universal stress protein [Frankia]	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
33_frankia_FAM007200	>GCF_000058485.1_WP_011606645.1 ethanolamine ammonia-lyase subunit EutC [Frankia alni]	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM007201	>GCF_000058485.1_WP_011606646.1 MULTISPECIES: toll/interleukin-1 receptor domain-containing protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
33_frankia_FAM007202	>GCF_000058485.1_WP_011606647.1 pentapeptide repeat-containing protein [Frankia alni]	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
33_frankia_FAM007203	>GCF_000058485.1_WP_011606655.1 hypothetical protein [Frankia alni]	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007204	>GCF_000058485.1_WP_011606666.1 type I-B CRISPR-associated endonuclease Cas1 [Frankia alni]	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM007207	>GCF_000058485.1_WP_011606988.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007209	>GCF_000058485.1_WP_011607042.1 amino acid ABC transporter permease [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1
33_frankia_FAM007210	>GCF_000058485.1_WP_011607098.1 MerR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007211	>GCF_000058485.1_WP_011607105.1 non-homologous end-joining DNA ligase [Frankia alni]	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM007213	>GCF_000058485.1_WP_011607153.1 acyltransferase [Frankia alni]	0	1	0	0	2	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007218	>GCF_000058485.1_WP_011607187.1 ribosylglycohydrolase [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007219	>GCF_000058485.1_WP_011607207.1 nucleoside/nucleotide kinase family protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007221	>GCF_000058485.1_WP_011607218.1 VOC family protein [Frankia alni]	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
33_frankia_FAM007228	>GCF_000058485.1_WP_011607387.1 WD40 repeat domain-containing protein [Frankia alni]	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007236	>GCF_000058485.1_WP_011607461.1 ATP-binding protein [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007237	>GCF_000058485.1_WP_011607508.1 maleylpyruvate isomerase family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM007238	>GCF_000058485.1_WP_011607514.1 biotin/lipoyl-binding protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0
33_frankia_FAM007240	>GCF_000058485.1_WP_011607539.1 methyltransferase [Frankia alni]	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	2	1	0	0
33_frankia_FAM007241	>GCF_000058485.1_WP_011607557.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007242	>GCF_000058485.1_WP_011607583.1 MULTISPECIES: glyoxalase/bleomycin resistance/dioxygenase family protein [Frankia]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007243	>GCF_000058485.1_WP_011607639.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM007244	>GCF_000058485.1_WP_011607681.1 TIGR03667 family PPOX class F420-dependent oxidoreductase [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007245	>GCF_000058485.1_WP_011607720.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007246	>GCF_000058485.1_WP_011607869.1 ABC transporter permease [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM007247	>GCF_000058485.1_WP_011607870.1 MULTISPECIES: ABC transporter permease [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM007254	>GCF_000058485.1_WP_041938651.1 acid phosphatase [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007255	>GCF_000058485.1_WP_041938652.1 hypothetical protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007256	>GCF_000058485.1_WP_041938659.1 MULTISPECIES: methyltransferase domain-containing protein [Frankia]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM007257	>GCF_000058485.1_WP_041938663.1 MULTISPECIES: amidohydrolase [Frankia]	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	7	5	3	7
33_frankia_FAM007258	>GCF_000058485.1_WP_041938664.1 MULTISPECIES: ABC transporter substrate-binding protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007259	>GCF_000058485.1_WP_041938677.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
33_frankia_FAM007261	>GCF_000058485.1_WP_041938714.1 DUF427 domain-containing protein [Frankia alni]	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
